Dataset,input_complex,input_f1,input_f1v,input_f2,input_f3,input_f4,input_l1,input_l2,input_l3,input_n1,input_n2,input_n3,input_n4,input_t1,input_lsc,input_density,input_clsCoef,input_hubs,input_t2,input_t3,input_t4,input_c1,input_c2
D879,0.323,0.221,0.099,0.192,0.919,0.663,0.146,0.066,0.075,0.066,0.359,0.116,0.101,0.427,0.961,0.94,0.419,0.893,0.03,0.012,0.4,0.0,0.0
D88,0.403,0.287,0.158,0.016,0.887,0.594,0.14,0.113,0.087,0.112,0.448,0.209,0.084,0.97,0.981,0.992,0.86,0.958,0.06,0.051,0.85,0.001,0.002
D880,0.355,0.305,0.149,0.14,0.904,0.749,0.217,0.107,0.093,0.101,0.395,0.2,0.107,0.639,0.979,0.948,0.441,0.896,0.03,0.012,0.4,0.001,0.002
D881,0.207,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.262,0.0,0.0,0.03,0.503,0.994,0.937,0.946,0.06,0.045,0.75,0.0,0.0
D882,0.248,0.041,0.021,0.0,0.391,0.0,0.014,0.009,0.003,0.013,0.31,0.024,0.009,0.358,0.693,0.986,0.859,0.915,0.06,0.042,0.7,0.001,0.002
D883,0.375,0.16,0.084,0.029,0.946,0.454,0.207,0.066,0.084,0.073,0.431,0.149,0.09,0.94,0.958,0.989,0.858,0.932,0.06,0.042,0.7,0.002,0.005
D884,0.399,0.224,0.117,0.021,0.928,0.693,0.208,0.099,0.072,0.078,0.442,0.158,0.104,0.958,0.968,0.995,0.963,0.946,0.06,0.042,0.7,0.0,0.0
D885,0.209,0.018,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.29,0.0,0.0,0.075,0.754,0.987,0.781,0.941,0.06,0.039,0.65,0.001,0.001
D886,0.259,0.043,0.021,0.015,0.573,0.018,0.011,0.012,0.003,0.012,0.32,0.018,0.021,0.361,0.86,0.984,0.741,0.929,0.06,0.039,0.65,0.0,0.0
D887,0.355,0.151,0.078,0.045,0.872,0.585,0.165,0.066,0.063,0.052,0.421,0.093,0.072,0.836,0.956,0.98,0.691,0.93,0.06,0.039,0.65,0.001,0.001
D888,0.388,0.251,0.136,0.051,0.884,0.642,0.255,0.104,0.087,0.087,0.436,0.164,0.107,0.961,0.972,0.985,0.728,0.942,0.06,0.039,0.65,0.001,0.002
D889,0.186,0.04,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.21,0.0,0.0,0.009,0.503,0.978,0.725,0.911,0.06,0.036,0.6,0.001,0.003
D89,0.287,0.146,0.069,0.002,0.179,0.0,0.004,0.018,0.012,0.027,0.414,0.051,0.012,0.773,0.922,0.988,0.803,0.936,0.06,0.051,0.85,0.0,0.0
D890,0.264,0.063,0.015,0.01,0.549,0.063,0.01,0.012,0.003,0.018,0.269,0.033,0.009,0.478,0.864,0.984,0.799,0.923,0.06,0.036,0.6,0.0,0.0
D891,0.328,0.127,0.05,0.013,0.737,0.376,0.115,0.045,0.027,0.045,0.424,0.09,0.048,0.884,0.96,0.973,0.702,0.908,0.06,0.036,0.6,0.0,0.0
D892,0.368,0.239,0.101,0.009,0.878,0.475,0.15,0.09,0.042,0.094,0.437,0.182,0.104,0.922,0.974,0.985,0.787,0.914,0.06,0.036,0.6,0.007,0.019
D893,0.213,0.074,0.023,0.0,0.054,0.0,0.0,0.0,0.0,0.004,0.267,0.0,0.015,0.057,0.755,0.988,0.79,0.954,0.06,0.036,0.6,0.001,0.001
D894,0.279,0.1,0.031,0.019,0.743,0.248,0.008,0.012,0.003,0.013,0.273,0.015,0.018,0.284,0.835,0.994,0.882,0.957,0.06,0.036,0.6,0.0,0.0
D895,0.371,0.211,0.095,0.04,0.928,0.642,0.117,0.066,0.051,0.055,0.415,0.104,0.069,0.884,0.952,0.993,0.871,0.963,0.06,0.036,0.6,0.0,0.0
D896,0.39,0.291,0.137,0.025,0.893,0.606,0.146,0.11,0.087,0.103,0.436,0.209,0.069,0.913,0.973,0.995,0.92,0.964,0.06,0.036,0.6,0.004,0.011
D897,0.346,0.471,0.259,0.001,0.531,0.119,0.055,0.148,0.106,0.101,0.417,0.191,0.152,0.715,0.988,0.973,0.682,0.874,0.015,0.012,0.8,0.0,0.0
D898,0.388,0.473,0.265,0.019,0.837,0.716,0.063,0.155,0.125,0.098,0.419,0.203,0.112,0.76,0.989,0.966,0.656,0.857,0.015,0.012,0.8,0.0,0.001
D899,0.417,0.554,0.325,0.041,0.9,0.803,0.082,0.181,0.157,0.122,0.423,0.237,0.154,0.809,0.991,0.976,0.702,0.88,0.015,0.012,0.8,0.0,0.0
D9,0.424,0.626,0.411,0.047,0.916,0.606,0.163,0.287,0.224,0.13,0.418,0.242,0.09,0.758,0.979,0.98,0.683,0.911,0.03,0.024,0.8,0.0,0.001
D90,0.306,0.148,0.074,0.002,0.433,0.101,0.012,0.036,0.012,0.039,0.416,0.084,0.033,0.725,0.929,0.989,0.852,0.93,0.06,0.048,0.8,0.001,0.001
D900,0.46,0.671,0.437,0.187,0.978,0.89,0.117,0.24,0.212,0.163,0.443,0.328,0.193,0.894,0.994,0.975,0.669,0.893,0.015,0.012,0.8,0.001,0.002
D901,0.413,0.486,0.311,0.053,0.934,0.754,0.084,0.187,0.166,0.14,0.429,0.27,0.167,0.81,0.99,0.972,0.603,0.903,0.015,0.012,0.8,0.0,0.0
D902,0.416,0.497,0.317,0.073,0.958,0.773,0.085,0.181,0.152,0.151,0.429,0.278,0.14,0.807,0.99,0.973,0.616,0.912,0.015,0.012,0.8,0.0,0.0
D903,0.434,0.542,0.361,0.099,0.946,0.866,0.108,0.212,0.185,0.175,0.439,0.33,0.14,0.861,0.993,0.97,0.597,0.896,0.015,0.012,0.8,0.0,0.0
D904,0.476,0.704,0.533,0.156,0.973,0.915,0.16,0.284,0.239,0.193,0.45,0.379,0.21,0.925,0.996,0.978,0.627,0.928,0.015,0.012,0.8,0.001,0.003
D905,0.374,0.574,0.331,0.009,0.812,0.49,0.144,0.221,0.158,0.084,0.391,0.155,0.112,0.576,0.975,0.952,0.546,0.86,0.015,0.012,0.8,0.0,0.0
D906,0.371,0.56,0.341,0.013,0.819,0.563,0.162,0.227,0.191,0.07,0.387,0.133,0.06,0.551,0.974,0.94,0.504,0.83,0.015,0.012,0.8,0.0,0.0
D907,0.418,0.624,0.414,0.051,0.916,0.796,0.189,0.245,0.21,0.11,0.416,0.204,0.143,0.748,0.989,0.946,0.518,0.846,0.015,0.012,0.8,0.001,0.003
D908,0.442,0.663,0.451,0.126,0.955,0.879,0.207,0.266,0.218,0.141,0.428,0.279,0.172,0.799,0.992,0.944,0.525,0.842,0.015,0.012,0.8,0.0,0.0
D909,0.49,0.908,0.74,0.087,0.957,0.9,0.257,0.381,0.328,0.155,0.433,0.275,0.21,0.854,0.994,0.973,0.619,0.887,0.015,0.012,0.8,0.0,0.0
D91,0.381,0.245,0.131,0.014,0.919,0.555,0.08,0.084,0.057,0.069,0.437,0.143,0.048,0.952,0.97,0.987,0.798,0.938,0.06,0.051,0.85,0.0,0.001
D910,0.489,0.884,0.712,0.131,0.927,0.87,0.226,0.39,0.354,0.16,0.435,0.281,0.197,0.873,0.994,0.977,0.632,0.894,0.015,0.012,0.8,0.0,0.0
D911,0.499,0.898,0.743,0.094,0.972,0.913,0.26,0.376,0.407,0.165,0.439,0.325,0.221,0.869,0.995,0.973,0.605,0.888,0.015,0.012,0.8,0.0,0.001
D912,0.502,0.901,0.759,0.116,0.975,0.915,0.228,0.394,0.348,0.186,0.446,0.354,0.252,0.879,0.995,0.971,0.602,0.882,0.015,0.012,0.8,0.001,0.003
D913,0.383,0.491,0.265,0.0,0.531,0.01,0.061,0.157,0.104,0.143,0.469,0.288,0.172,0.996,0.994,0.996,0.891,0.949,0.03,0.025,0.85,0.0,0.001
D914,0.388,0.518,0.264,0.0,0.54,0.1,0.059,0.139,0.118,0.146,0.468,0.296,0.158,0.994,0.994,0.995,0.904,0.933,0.03,0.025,0.85,0.0,0.0
D915,0.437,0.488,0.271,0.014,0.887,0.672,0.068,0.173,0.16,0.151,0.468,0.297,0.149,0.991,0.995,0.998,0.949,0.968,0.03,0.025,0.85,0.0,0.0
D916,0.476,0.675,0.425,0.023,0.949,0.824,0.117,0.228,0.201,0.193,0.476,0.378,0.225,1.0,0.996,0.995,0.899,0.955,0.03,0.025,0.85,0.0,0.0
D917,0.437,0.485,0.297,0.015,0.93,0.664,0.082,0.191,0.169,0.169,0.47,0.328,0.146,0.997,0.995,0.993,0.823,0.96,0.03,0.025,0.85,0.0,0.0
D918,0.443,0.506,0.321,0.02,0.942,0.675,0.09,0.185,0.136,0.181,0.472,0.342,0.148,0.999,0.995,0.996,0.873,0.969,0.03,0.025,0.85,0.0,0.0
D919,0.464,0.568,0.373,0.019,0.948,0.8,0.106,0.231,0.185,0.188,0.474,0.369,0.185,0.997,0.995,0.996,0.891,0.968,0.03,0.025,0.85,0.001,0.004
D92,0.41,0.34,0.183,0.021,0.949,0.636,0.126,0.125,0.113,0.109,0.447,0.221,0.093,0.967,0.976,0.993,0.861,0.946,0.06,0.048,0.8,0.003,0.009
D920,0.479,0.636,0.442,0.053,0.963,0.84,0.127,0.254,0.216,0.193,0.477,0.393,0.19,0.999,0.996,0.996,0.891,0.971,0.03,0.025,0.85,0.0,0.001
D921,0.417,0.556,0.301,0.002,0.819,0.442,0.142,0.216,0.172,0.113,0.451,0.212,0.1,0.909,0.986,0.996,0.908,0.947,0.03,0.025,0.85,0.0,0.0
D922,0.419,0.554,0.316,0.003,0.828,0.464,0.145,0.224,0.173,0.115,0.453,0.222,0.106,0.93,0.987,0.993,0.85,0.94,0.03,0.025,0.85,0.0,0.0
D923,0.448,0.618,0.354,0.008,0.863,0.669,0.157,0.231,0.185,0.138,0.46,0.27,0.131,0.975,0.991,0.998,0.935,0.965,0.03,0.025,0.85,0.0,0.0
D924,0.47,0.692,0.462,0.014,0.943,0.769,0.203,0.281,0.24,0.151,0.464,0.318,0.134,0.994,0.993,0.993,0.841,0.934,0.03,0.025,0.85,0.0,0.001
D925,0.507,0.907,0.705,0.018,0.954,0.794,0.238,0.343,0.322,0.187,0.473,0.357,0.225,0.999,0.996,0.989,0.797,0.935,0.03,0.025,0.85,0.0,0.0
D926,0.515,0.909,0.71,0.03,0.949,0.827,0.234,0.364,0.318,0.194,0.473,0.381,0.218,0.999,0.996,0.995,0.875,0.957,0.03,0.025,0.85,0.0,0.0
D927,0.512,0.841,0.638,0.029,0.985,0.882,0.25,0.346,0.299,0.195,0.474,0.376,0.227,1.0,0.996,0.995,0.884,0.949,0.03,0.025,0.85,0.0,0.0
D928,0.539,0.948,0.846,0.023,0.978,0.846,0.258,0.439,0.388,0.216,0.476,0.424,0.269,1.0,0.996,0.996,0.893,0.957,0.03,0.025,0.85,0.0,0.0
D929,0.276,0.188,0.084,0.0,0.5,0.0,0.011,0.024,0.015,0.032,0.366,0.063,0.019,0.458,0.959,0.974,0.685,0.876,0.015,0.012,0.8,0.0,0.0
D93,0.359,0.606,0.207,0.009,0.836,0.0,0.094,0.167,0.104,0.052,0.397,0.084,0.101,0.681,0.907,0.991,0.843,0.956,0.06,0.045,0.75,0.001,0.002
D930,0.325,0.2,0.093,0.025,0.752,0.673,0.019,0.033,0.013,0.036,0.371,0.072,0.048,0.533,0.97,0.967,0.657,0.859,0.015,0.012,0.8,0.0,0.001
D931,0.366,0.29,0.143,0.058,0.913,0.831,0.06,0.078,0.061,0.061,0.392,0.125,0.066,0.61,0.983,0.977,0.704,0.882,0.015,0.012,0.8,0.0,0.0
D932,0.42,0.439,0.248,0.192,0.978,0.878,0.127,0.142,0.151,0.117,0.425,0.239,0.134,0.797,0.991,0.977,0.681,0.896,0.015,0.012,0.8,0.001,0.002
D933,0.33,0.203,0.11,0.028,0.761,0.545,0.021,0.057,0.046,0.07,0.387,0.133,0.049,0.579,0.973,0.973,0.577,0.915,0.015,0.012,0.8,0.0,0.0
D934,0.333,0.215,0.116,0.046,0.764,0.557,0.028,0.057,0.037,0.061,0.388,0.116,0.042,0.594,0.974,0.975,0.605,0.918,0.015,0.012,0.8,0.0,0.0
D935,0.38,0.303,0.174,0.109,0.912,0.834,0.08,0.115,0.099,0.092,0.411,0.196,0.079,0.719,0.987,0.967,0.552,0.907,0.015,0.012,0.8,0.0,0.0
D936,0.435,0.471,0.304,0.18,0.973,0.907,0.148,0.188,0.178,0.141,0.434,0.273,0.133,0.857,0.993,0.982,0.644,0.932,0.015,0.012,0.8,0.001,0.003
D937,0.276,0.246,0.109,0.006,0.637,0.094,0.034,0.07,0.022,0.034,0.34,0.061,0.025,0.291,0.92,0.952,0.542,0.861,0.015,0.012,0.8,0.0,0.0
D938,0.306,0.261,0.125,0.01,0.819,0.455,0.06,0.075,0.039,0.035,0.344,0.075,0.033,0.346,0.945,0.94,0.508,0.83,0.015,0.012,0.8,0.0,0.0
D939,0.372,0.354,0.192,0.064,0.916,0.799,0.136,0.125,0.091,0.086,0.399,0.164,0.101,0.625,0.985,0.949,0.524,0.85,0.015,0.012,0.8,0.001,0.003
D94,0.367,0.631,0.199,0.006,0.83,0.134,0.084,0.143,0.104,0.049,0.404,0.093,0.096,0.734,0.925,0.991,0.837,0.959,0.06,0.045,0.75,0.0,0.001
D940,0.4,0.437,0.254,0.123,0.955,0.879,0.192,0.166,0.142,0.117,0.42,0.227,0.119,0.74,0.99,0.947,0.526,0.849,0.015,0.01,0.7,0.0,0.0
D941,0.427,0.754,0.48,0.085,0.931,0.818,0.237,0.307,0.246,0.081,0.386,0.145,0.131,0.594,0.98,0.977,0.609,0.897,0.015,0.01,0.7,0.0,0.0
D942,0.435,0.742,0.467,0.147,0.924,0.866,0.217,0.294,0.261,0.09,0.393,0.169,0.137,0.622,0.982,0.983,0.64,0.901,0.015,0.01,0.7,0.0,0.0
D943,0.45,0.779,0.515,0.144,0.972,0.907,0.251,0.297,0.257,0.113,0.407,0.213,0.146,0.715,0.99,0.977,0.608,0.889,0.015,0.01,0.7,0.0,0.001
D944,0.467,0.796,0.57,0.152,0.96,0.91,0.237,0.334,0.29,0.14,0.426,0.279,0.182,0.785,0.993,0.977,0.615,0.898,0.015,0.01,0.7,0.001,0.003
D945,0.328,0.203,0.088,0.0,0.501,0.001,0.009,0.028,0.013,0.069,0.447,0.131,0.036,0.964,0.983,0.995,0.888,0.949,0.03,0.025,0.85,0.0,0.001
D946,0.329,0.218,0.092,0.0,0.51,0.0,0.009,0.022,0.012,0.073,0.448,0.136,0.051,0.955,0.984,0.995,0.902,0.933,0.03,0.025,0.85,0.0,0.0
D947,0.394,0.25,0.121,0.014,0.875,0.658,0.045,0.069,0.057,0.093,0.453,0.178,0.061,0.981,0.989,0.998,0.949,0.967,0.03,0.025,0.85,0.0,0.0
D948,0.441,0.437,0.237,0.027,0.972,0.861,0.116,0.16,0.134,0.139,0.465,0.278,0.115,0.999,0.994,0.995,0.906,0.955,0.03,0.025,0.85,0.0,0.0
D949,0.36,0.203,0.108,0.008,0.746,0.463,0.02,0.046,0.018,0.075,0.452,0.143,0.03,0.967,0.988,0.992,0.804,0.96,0.03,0.025,0.85,0.0,0.0
D95,0.404,0.634,0.224,0.013,0.884,0.46,0.111,0.173,0.099,0.081,0.433,0.17,0.099,0.907,0.969,0.992,0.848,0.947,0.06,0.045,0.75,0.0,0.0
D950,0.378,0.219,0.119,0.011,0.837,0.519,0.029,0.061,0.045,0.093,0.454,0.188,0.06,0.973,0.988,0.995,0.856,0.971,0.03,0.025,0.85,0.0,0.0
D951,0.411,0.304,0.172,0.016,0.925,0.772,0.071,0.104,0.096,0.124,0.46,0.239,0.087,0.991,0.992,0.993,0.819,0.963,0.03,0.025,0.85,0.001,0.004
D952,0.436,0.387,0.231,0.057,0.94,0.825,0.108,0.139,0.116,0.146,0.467,0.304,0.133,0.999,0.994,0.995,0.862,0.97,0.03,0.025,0.85,0.0,0.001
D953,0.325,0.249,0.107,0.002,0.631,0.087,0.036,0.07,0.034,0.045,0.421,0.085,0.025,0.69,0.95,0.995,0.87,0.939,0.03,0.025,0.85,0.0,0.0
D954,0.351,0.252,0.113,0.003,0.788,0.382,0.039,0.073,0.04,0.051,0.424,0.097,0.025,0.782,0.957,0.993,0.85,0.938,0.03,0.025,0.85,0.0,0.0
D955,0.395,0.335,0.158,0.009,0.863,0.643,0.093,0.104,0.049,0.088,0.445,0.169,0.072,0.918,0.984,0.996,0.904,0.955,0.03,0.025,0.85,0.0,0.0
D956,0.427,0.427,0.237,0.016,0.943,0.748,0.17,0.16,0.152,0.112,0.454,0.234,0.091,0.973,0.99,0.993,0.847,0.94,0.03,0.025,0.85,0.0,0.001
D957,0.465,0.752,0.474,0.015,0.943,0.736,0.23,0.3,0.257,0.118,0.454,0.228,0.116,0.951,0.989,0.992,0.824,0.947,0.03,0.025,0.85,0.0,0.0
D958,0.473,0.757,0.472,0.029,0.946,0.787,0.215,0.284,0.242,0.123,0.454,0.246,0.13,0.966,0.99,0.996,0.89,0.969,0.03,0.025,0.85,0.0,0.0
D959,0.475,0.704,0.423,0.041,0.978,0.876,0.22,0.276,0.227,0.137,0.459,0.255,0.148,0.988,0.992,0.994,0.869,0.95,0.03,0.025,0.85,0.0,0.0
D96,0.439,0.736,0.322,0.029,0.943,0.564,0.158,0.227,0.143,0.116,0.444,0.236,0.161,0.919,0.977,0.993,0.864,0.959,0.06,0.045,0.75,0.0,0.001
D960,0.509,0.853,0.642,0.03,0.979,0.837,0.269,0.367,0.312,0.163,0.464,0.31,0.197,0.991,0.994,0.997,0.912,0.969,0.03,0.025,0.85,0.0,0.0
D961,0.204,0.056,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.265,0.003,0.0,0.1,0.728,0.968,0.656,0.862,0.015,0.012,0.8,0.0,0.0
D962,0.261,0.069,0.031,0.042,0.657,0.325,0.015,0.007,0.006,0.007,0.28,0.01,0.009,0.137,0.829,0.969,0.662,0.862,0.015,0.012,0.8,0.0,0.001
D963,0.34,0.156,0.076,0.114,0.913,0.837,0.087,0.049,0.042,0.041,0.362,0.084,0.061,0.379,0.967,0.967,0.643,0.863,0.015,0.012,0.8,0.0,0.0
D964,0.407,0.311,0.174,0.26,0.982,0.858,0.198,0.121,0.118,0.104,0.417,0.215,0.112,0.713,0.99,0.977,0.682,0.895,0.015,0.012,0.8,0.001,0.002
D965,0.208,0.062,0.031,0.011,0.028,0.0,0.0,0.0,0.0,0.003,0.284,0.001,0.001,0.2,0.856,0.961,0.504,0.906,0.015,0.01,0.7,0.0,0.0
D966,0.243,0.075,0.038,0.05,0.439,0.148,0.012,0.009,0.003,0.011,0.3,0.019,0.009,0.227,0.907,0.962,0.51,0.911,0.015,0.01,0.7,0.0,0.0
D967,0.336,0.178,0.095,0.151,0.912,0.815,0.102,0.063,0.049,0.049,0.367,0.099,0.067,0.407,0.973,0.956,0.488,0.896,0.015,0.01,0.7,0.0,0.0
D968,0.398,0.334,0.198,0.22,0.973,0.918,0.205,0.122,0.118,0.104,0.411,0.212,0.109,0.673,0.99,0.972,0.538,0.919,0.015,0.01,0.7,0.001,0.003
D969,0.19,0.074,0.03,0.0,0.063,0.0,0.0,0.0,0.0,0.001,0.227,0.003,0.0,0.031,0.654,0.954,0.545,0.866,0.015,0.01,0.7,0.0,0.0
D97,0.175,0.03,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.177,0.0,0.0,0.018,0.515,0.96,0.595,0.88,0.03,0.018,0.6,0.001,0.001
D970,0.225,0.093,0.041,0.004,0.399,0.091,0.03,0.013,0.01,0.005,0.272,0.01,0.009,0.119,0.852,0.939,0.511,0.828,0.015,0.01,0.7,0.0,0.0
D971,0.343,0.2,0.104,0.071,0.916,0.799,0.182,0.067,0.069,0.051,0.382,0.104,0.058,0.512,0.98,0.949,0.527,0.848,0.015,0.01,0.7,0.001,0.003
D972,0.386,0.303,0.172,0.129,0.955,0.878,0.279,0.115,0.125,0.098,0.409,0.187,0.13,0.678,0.988,0.949,0.522,0.848,0.015,0.01,0.7,0.0,0.0
D973,0.33,0.59,0.225,0.048,0.749,0.367,0.148,0.172,0.16,0.027,0.291,0.046,0.066,0.264,0.902,0.978,0.583,0.92,0.015,0.01,0.7,0.0,0.0
D974,0.357,0.598,0.23,0.142,0.834,0.751,0.144,0.173,0.113,0.028,0.304,0.048,0.087,0.281,0.927,0.977,0.576,0.924,0.015,0.01,0.7,0.0,0.0
D975,0.4,0.652,0.284,0.127,0.952,0.849,0.202,0.194,0.158,0.07,0.374,0.148,0.127,0.491,0.98,0.976,0.571,0.924,0.015,0.01,0.7,0.0,0.001
D976,0.428,0.692,0.347,0.145,0.943,0.882,0.214,0.243,0.21,0.11,0.405,0.218,0.145,0.652,0.989,0.979,0.595,0.923,0.015,0.01,0.7,0.001,0.003
D977,0.258,0.062,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.387,0.006,0.001,0.625,0.853,0.993,0.873,0.936,0.03,0.025,0.85,0.0,0.001
D978,0.261,0.068,0.027,0.0,0.07,0.0,0.0,0.0,0.0,0.007,0.386,0.012,0.001,0.631,0.857,0.993,0.871,0.922,0.03,0.025,0.85,0.0,0.0
D979,0.371,0.135,0.065,0.021,0.875,0.654,0.069,0.043,0.03,0.043,0.43,0.087,0.039,0.897,0.975,0.997,0.932,0.963,0.03,0.025,0.85,0.0,0.0
D98,0.179,0.031,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.178,0.0,0.0,0.015,0.512,0.959,0.598,0.875,0.03,0.021,0.7,0.002,0.005
D980,0.422,0.304,0.16,0.04,0.972,0.851,0.165,0.113,0.104,0.102,0.451,0.203,0.11,0.973,0.988,0.995,0.889,0.95,0.03,0.025,0.85,0.0,0.0
D981,0.26,0.062,0.031,0.003,0.03,0.0,0.0,0.0,0.0,0.007,0.394,0.018,0.0,0.688,0.916,0.988,0.723,0.949,0.03,0.025,0.85,0.0,0.0
D982,0.296,0.073,0.037,0.015,0.478,0.151,0.007,0.007,0.006,0.013,0.4,0.027,0.003,0.73,0.939,0.992,0.772,0.961,0.03,0.025,0.85,0.0,0.0
D983,0.378,0.166,0.088,0.025,0.925,0.767,0.088,0.054,0.036,0.06,0.429,0.112,0.036,0.942,0.976,0.99,0.757,0.946,0.03,0.025,0.85,0.001,0.004
D984,0.409,0.255,0.142,0.076,0.94,0.839,0.145,0.099,0.072,0.093,0.448,0.194,0.082,0.969,0.989,0.993,0.804,0.961,0.03,0.025,0.85,0.0,0.001
D985,0.229,0.079,0.03,0.0,0.058,0.0,0.0,0.0,0.0,0.004,0.341,0.007,0.0,0.191,0.716,0.993,0.836,0.934,0.03,0.024,0.8,0.0,0.0
D986,0.271,0.085,0.034,0.002,0.648,0.06,0.011,0.003,0.003,0.004,0.346,0.007,0.003,0.354,0.785,0.993,0.841,0.935,0.03,0.024,0.8,0.0,0.0
D987,0.368,0.174,0.08,0.01,0.863,0.645,0.117,0.051,0.058,0.052,0.426,0.1,0.042,0.852,0.974,0.994,0.867,0.939,0.03,0.024,0.8,0.0,0.0
D988,0.405,0.274,0.147,0.02,0.943,0.746,0.225,0.094,0.082,0.081,0.444,0.173,0.096,0.96,0.986,0.993,0.855,0.938,0.03,0.024,0.8,0.0,0.001
D989,0.367,0.609,0.234,0.009,0.733,0.264,0.148,0.187,0.142,0.043,0.392,0.085,0.079,0.57,0.919,0.994,0.854,0.968,0.03,0.024,0.8,0.0,0.0
D99,0.344,0.153,0.079,0.216,0.913,0.8,0.179,0.06,0.066,0.046,0.362,0.09,0.078,0.424,0.944,0.955,0.579,0.872,0.03,0.021,0.7,0.0,0.001
D990,0.375,0.61,0.229,0.017,0.748,0.345,0.14,0.178,0.116,0.042,0.397,0.079,0.07,0.604,0.94,0.997,0.912,0.973,0.03,0.024,0.8,0.0,0.0
D991,0.427,0.604,0.23,0.045,0.963,0.848,0.155,0.17,0.121,0.069,0.428,0.124,0.087,0.903,0.979,0.994,0.851,0.961,0.03,0.024,0.8,0.0,0.0
D992,0.461,0.727,0.378,0.036,0.964,0.81,0.239,0.239,0.224,0.097,0.445,0.181,0.131,0.957,0.989,0.997,0.908,0.975,0.03,0.024,0.8,0.0,0.0
D993,0.168,0.015,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.154,0.0,0.0,0.01,0.501,0.932,0.52,0.826,0.015,0.01,0.7,0.0,0.0
D994,0.225,0.027,0.013,0.065,0.643,0.149,0.026,0.006,0.004,0.006,0.242,0.009,0.004,0.073,0.765,0.91,0.477,0.795,0.015,0.01,0.7,0.0,0.001
D995,0.325,0.112,0.057,0.149,0.913,0.837,0.154,0.046,0.04,0.04,0.36,0.081,0.03,0.357,0.966,0.933,0.519,0.83,0.015,0.01,0.7,0.0,0.0
D996,0.396,0.269,0.152,0.28,0.978,0.854,0.323,0.115,0.113,0.102,0.416,0.21,0.128,0.71,0.989,0.95,0.535,0.867,0.015,0.01,0.7,0.001,0.002
D997,0.174,0.017,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.17,0.0,0.0,0.024,0.74,0.938,0.425,0.885,0.015,0.009,0.6,0.0,0.0
D998,0.217,0.03,0.015,0.108,0.439,0.088,0.024,0.007,0.004,0.009,0.198,0.015,0.01,0.1,0.84,0.936,0.428,0.895,0.015,0.009,0.6,0.0,0.0
D999,0.33,0.137,0.072,0.246,0.912,0.857,0.178,0.058,0.064,0.05,0.359,0.1,0.055,0.363,0.97,0.933,0.414,0.877,0.015,0.009,0.6,0.0,0.0
